County,Latitude,Longitude,Year,Make,Model,Vehicle Type,CAFV Eligibility,Year_Make_Model,POP_2025,Median Income,MSRP,Dest. Charge,Tax Credit,Effective Price,Electric Range,Source
king,47.57816,-122.21238,2025,MERCEDES-BENZ,AMG GT,PHEV,Not eligible,2025 MERCEDES-BENZ AMG GT,2411700,154490,195900,0,0,0,11,Edmunds
king,47.3199,-122.1821,2025,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,2025 MERCEDES-BENZ C-CLASS,2411700,154490,87200,0,0,0,3,MotorTrend
grant,47.23748,-119.85338,2025,MERCEDES-BENZ,SL-CLASS,PHEV,Not eligible,2025 MERCEDES-BENZ SL-CLASS,106250,79271,207150,0,0,0,11,waltersmercedesbenzofriverside.com
whatcom,48.75245,-122.47107,2025,MERCEDES-BENZ,ESPRINTER,BEV,Unknown,2025 MERCEDES-BENZ ESPRINTER,240500,102596,61250,0,0,0,150,InsideEVs
king,47.3807,-122.23741,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,Unknown,2022 MERCEDES-BENZ EQS-CLASS SEDAN,2411700,154490,102310,0,0,0,340,mercedesbenzchicago.com
clark,45.58694,-122.40199,2022,MERCEDES-BENZ,EQB-CLASS,BEV,Unknown,2022 MERCEDES-BENZ EQB-CLASS,542400,108973,56900,0,0,0,243,mbofhenderson.com
king,47.67887,-122.2066,2017,MERCEDES-BENZ,B-CLASS,BEV,Eligible,2017 MERCEDES-BENZ B-CLASS,2411700,154490,39900,0,0,0,87,Automotive Fleet
spokane,47.63374,-117.39322,2017,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,2017 MERCEDES-BENZ GLE-CLASS,566000,94226,66300,0,0,0,12,Edmunds
king,47.61578,-122.34468,2017,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,2017 MERCEDES-BENZ C-CLASS,2411700,154490,46400,0,0,0,8,auto-brochures.com
whatcom,48.84787,-122.5945,2017,MERCEDES-BENZ,S-CLASS,PHEV,Not eligible,2017 MERCEDES-BENZ S-CLASS,240500,102596,117900,0,0,0,12,auto123.com
king,47.50314,-122.3317,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,2018 MERCEDES-BENZ GLC-CLASS,2411700,154490,49990,0,0,0,9,carscoops.com
king,47.64586,-122.3684,2018,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,2018 MERCEDES-BENZ C-CLASS,2411700,154490,47900,0,0,0,8,Edmunds
king,47.5301,-122.03439,2018,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,2018 MERCEDES-BENZ GLE-CLASS,2411700,154490,66700,0,0,0,10,machaikdesototx.com
king,47.61334,-122.12056,2019,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,2019 MERCEDES-BENZ GLC-CLASS,2411700,154490,49990,0,0,0,10,car-data.com
king,47.49408,-122.36178,2014,MERCEDES-BENZ,B-CLASS,BEV,Eligible,2014 MERCEDES-BENZ B-CLASS,2411700,154490,41450,0,0,0,87,prnewswire.com
pierce,47.17794,-122.67876,2015,MERCEDES-BENZ,B-CLASS,BEV,Eligible,2015 MERCEDES-BENZ B-CLASS,959900,111126,41450,0,0,0,87,Edmunds
clark,45.58694,-122.40199,2015,MERCEDES-BENZ,S-CLASS,PHEV,Not eligible,2015 MERCEDES-BENZ S-CLASS,542400,108973,94400,0,0,0,14,Edmunds
king,47.75781,-122.3175,2016,MERCEDES-BENZ,B-CLASS,BEV,Eligible,2016 MERCEDES-BENZ B-CLASS,2411700,154490,41450,0,0,0,87,Edmunds
yakima,46.59817,-120.60199,2016,MERCEDES-BENZ,GLE-CLASS,PHEV,Not eligible,2016 MERCEDES-BENZ GLE-CLASS,264650,76662,65550,0,0,0,12,Edmunds
king,47.67596,-122.35436,2016,MERCEDES-BENZ,S-CLASS,PHEV,Not eligible,2016 MERCEDES-BENZ S-CLASS,2411700,154490,95650,0,0,0,20,academicfcu.groovecar.com
kitsap,47.73689,-122.64681,2016,MERCEDES-BENZ,C-CLASS,PHEV,Not eligible,2016 MERCEDES-BENZ C-CLASS,288900,114590,46415,0,0,0,11,Car and Driver
stevens,48.54657,-117.90454,2020,MERCEDES-BENZ,GLC-CLASS,PHEV,Not eligible,2020 MERCEDES-BENZ GLC-CLASS,47800,81867,51900,0,0,0,22,cars.com
spokane,47.59431,-117.46996,2024,MINI,HARDTOP,BEV,Unknown,2024 MINI HARDTOP,566000,94226,30900,0,0,0,114,minipub-prod.bmwgroup.com
grays harbor,47.01156,-124.16408,2023,MINI,COUNTRYMAN,PHEV,Not eligible,2023 MINI COUNTRYMAN,77750,79893,41500,0,0,0,17,BMW Group PressClub
king,47.65908,-122.40092,2023,MINI,HARDTOP,BEV,Unknown,2023 MINI HARDTOP,2411700,154490,29900,0,0,0,114,Edmunds
king,47.63824,-122.35022,2025,MINI,COUNTRYMAN,BEV,Unknown,2025 MINI COUNTRYMAN,2411700,154490,45200,0,0,0,204,autoevolution
jefferson,48.1212,-122.77263,2021,MINI,HARDTOP,BEV,Eligible,2021 MINI HARDTOP,33825,98262,29900,0,0,0,110,laketrust.groovecar.com
spokane,47.63396,-117.36043,2022,MINI,HARDTOP,BEV,Unknown,2022 MINI HARDTOP,566000,94226,29900,0,0,0,114,patrickmini.com
king,47.64085,-122.30207,2022,MINI,COUNTRYMAN,PHEV,Not eligible,2022 MINI COUNTRYMAN,2411700,154490,41500,0,0,0,17,press.bmwgroup.com
clark,45.69345,-122.55149,2021,MINI,COUNTRYMAN,PHEV,Not eligible,2021 MINI COUNTRYMAN,542400,108973,41500,0,0,0,29,Edmunds
spokane,47.66829,-117.1015,2020,MINI,HARDTOP,BEV,Unknown,2020 MINI HARDTOP,566000,94226,29900,0,0,0,110,cars.com
king,47.67597,-122.38591,2020,MINI,COUNTRYMAN,PHEV,Not eligible,2020 MINI COUNTRYMAN,2411700,154490,37900,0,0,0,17,cars.com
king,47.43876,-122.197,2023,MITSUBISHI,OUTLANDER,PHEV,Eligible,2023 MITSUBISHI OUTLANDER,2411700,154490,39845,0,0,0,38,Mitsubishi Newsroom
snohomish,47.83448,-122.21061,2025,MITSUBISHI,OUTLANDER,PHEV,Eligible,2025 MITSUBISHI OUTLANDER,873800,127475,40445,0,0,0,38,misubishicars.com
king,47.43473,-122.29179,2024,MITSUBISHI,OUTLANDER,PHEV,Eligible,2024 MITSUBISHI OUTLANDER,2411700,154490,42170,0,0,0,38,Kbb.com
king,47.72656,-122.30253,2019,MITSUBISHI,OUTLANDER,PHEV,Not eligible,2019 MITSUBISHI OUTLANDER,2411700,154490,35795,0,0,0,22,Edmunds
king,47.75448,-122.15545,2018,MITSUBISHI,OUTLANDER,PHEV,Not eligible,2018 MITSUBISHI OUTLANDER,2411700,154490,34595,0,0,0,22,Edmunds
snohomish,48.06114,-122.1769,2016,MITSUBISHI,I-MIEV,BEV,Eligible,2016 MITSUBISHI I-MIEV,873800,127475,22995,0,0,0,62,media.mitsubishicars.com
clark,45.64251,-122.57722,2017,MITSUBISHI,I-MIEV,BEV,Eligible,2017 MITSUBISHI I-MIEV,542400,108973,22995,0,0,0,62,media.mitsubishicars.com
clark,45.58694,-122.40199,2014,MITSUBISHI,I-MIEV,BEV,Eligible,2014 MITSUBISHI I-MIEV,542400,108973,23845,0,0,0,62,Kbb.com
island,48.29077,-122.64682,2012,MITSUBISHI,I-MIEV,BEV,Eligible,2012 MITSUBISHI I-MIEV,88700,105012,29125,0,0,0,62,Edmunds
clark,45.58694,-122.40199,2022,MITSUBISHI,OUTLANDER,PHEV,Not eligible,2022 MITSUBISHI OUTLANDER,542400,108973,38695,0,0,0,24,Kbb.com
king,47.3807,-122.23741,2021,MITSUBISHI,OUTLANDER,PHEV,Not eligible,2021 MITSUBISHI OUTLANDER,2411700,154490,36295,0,0,0,24,media.mitsubishicars.com
grays harbor,46.84077,-123.23286,2020,MITSUBISHI,OUTLANDER,PHEV,Not eligible,2020 MITSUBISHI OUTLANDER,77750,79893,36295,0,0,0,22,topspeed.com
pierce,47.29238,-122.51134,2024,MULLEN AUTOMOTIVE INC.,ONE,BEV,Unknown,2024 MULLEN AUTOMOTIVE INC. ONE,959900,111126,34500,0,0,0,110,Mullen News
king,47.49461,-122.23825,2021,NISSAN,LEAF,BEV,Unknown,2021 NISSAN LEAF,2411700,154490,31620,0,0,0,149,Automotive World
snohomish,48.11026,-122.1677,2022,NISSAN,LEAF,BEV,Unknown,2022 NISSAN LEAF,873800,127475,27400,0,0,0,149,Automotive World
grays harbor,47.04946,-123.26405,2020,NISSAN,LEAF,BEV,Unknown,2020 NISSAN LEAF,77750,79893,31600,0,0,0,149,Electrek
thurston,46.94239,-122.60735,2023,NISSAN,LEAF,BEV,Unknown,2023 NISSAN LEAF,309100,111908,27800,0,0,0,149,Automotive Fleet
thurston,47.03779,-122.92333,2023,NISSAN,ARIYA,BEV,Unknown,2023 NISSAN ARIYA,309100,111908,43190,0,0,0,216,news.energyjobline.com
pierce,47.26887,-122.52082,2019,NISSAN,LEAF,BEV,Eligible,2019 NISSAN LEAF,959900,111126,29990,0,0,0,150,Electrek
king,47.68555,-122.03287,2024,NISSAN,LEAF,BEV,Unknown,2024 NISSAN LEAF,2411700,154490,28140,0,0,0,149,Nissan USA
thurston,47.08149,-122.75103,2024,NISSAN,ARIYA,BEV,Unknown,2024 NISSAN ARIYA,309100,111908,40980,0,0,0,216,Nissan USA
snohomish,47.8031,-122.18384,2025,NISSAN,LEAF,BEV,Unknown,2025 NISSAN LEAF,873800,127475,28140,0,0,0,149,Nissan USA
snohomish,48.19471,-122.1264,2025,NISSAN,ARIYA,BEV,Unknown,2025 NISSAN ARIYA,873800,127475,39770,0,0,0,216,Nissan USA
snohomish,47.87115,-122.1389,2013,NISSAN,LEAF,BEV,Eligible,2013 NISSAN LEAF,873800,127475,28800,0,0,0,75,PR Newswire
snohomish,47.89251,-122.18637,2014,NISSAN,LEAF,BEV,Eligible,2014 NISSAN LEAF,873800,127475,28980,0,0,0,84,automobilesreview.com
chelan,47.41494,-120.30522,2015,NISSAN,LEAF,BEV,Eligible,2015 NISSAN LEAF,82900,91893,29010,0,0,0,84,Cars.com
san juan,48.52342,-122.91395,2012,NISSAN,LEAF,BEV,Eligible,2012 NISSAN LEAF,18550,104737,35200,0,0,0,73,carweek.com
spokane,47.63374,-117.39322,2011,NISSAN,LEAF,BEV,Eligible,2011 NISSAN LEAF,566000,94226,32780,0,0,0,73,Edmunds
snohomish,47.91265,-122.09305,2017,NISSAN,LEAF,BEV,Eligible,2017 NISSAN LEAF,873800,127475,30680,0,0,0,107,Edmunds
snohomish,47.83785,-122.27734,2018,NISSAN,LEAF,BEV,Eligible,2018 NISSAN LEAF,873800,127475,30885,0,0,0,151,Kbb.com
walla walla,46.07068,-118.34261,2016,NISSAN,LEAF,BEV,Eligible,2016 NISSAN LEAF,63800,90621,29010,0,0,0,84,Engadget
snohomish,48.01497,-122.06402,2024,POLESTAR,PS2,BEV,Unknown,2024 POLESTAR PS2,873800,127475,51300,0,0,0,320,Kbb.com
king,47.68156,-122.31676,2023,POLESTAR,PS2,BEV,Unknown,2023 POLESTAR PS2,2411700,154490,48400,0,0,0,270,Green Cars Compare
king,47.65908,-122.40092,2025,POLESTAR,POLESTAR 3,BEV,Unknown,2025 POLESTAR POLESTAR 3,2411700,154490,67500,0,0,0,350,Polestar-Electric cars
king,47.57874,-122.30866,2025,POLESTAR,PS2,BEV,Unknown,2025 POLESTAR PS2,2411700,154490,66200,0,0,0,254,CarsDirect
snohomish,47.82557,-122.29245,2021,POLESTAR,PS2,BEV,Eligible,2021 POLESTAR PS2,873800,127475,59900,0,0,0,233,carweek.com
king,47.67858,-122.13158,2022,POLESTAR,PS2,BEV,Unknown,2022 POLESTAR PS2,2411700,154490,47200,0,0,0,270,Kbb.com
king,47.61001,-122.1872,2023,PORSCHE,TAYCAN,BEV,Unknown,2023 PORSCHE TAYCAN,2411700,154490,86700,0,0,0,208,EV.com
king,47.54748,-122.00292,2023,PORSCHE,PANAMERA,PHEV,Not eligible,2023 PORSCHE PANAMERA,2411700,154490,109000,0,0,0,18,Edmunds
king,47.33778,-122.09124,2023,PORSCHE,CAYENNE,PHEV,Not eligible,2023 PORSCHE CAYENNE,2411700,154490,86500,0,0,0,17,Edmunds
pierce,47.328,-122.58009,2024,PORSCHE,TAYCAN,BEV,Unknown,2024 PORSCHE TAYCAN,959900,111126,90900,0,0,0,208,MotorDonkey
king,47.75448,-122.15545,2024,PORSCHE,MACAN,BEV,Eligible,2024 PORSCHE MACAN,2411700,154490,78800,0,0,0,308,inkl.com
king,47.75425,-122.07326,2024,PORSCHE,CAYENNE,PHEV,Eligible,2024 PORSCHE CAYENNE,2411700,154490,99100,0,0,0,55,Motorheads
king,47.61613,-122.23892,2022,PORSCHE,TAYCAN,BEV,Unknown,2022 PORSCHE TAYCAN,2411700,154490,82700,0,0,0,199,Kbb.com
kitsap,47.62732,-122.521,2022,PORSCHE,CAYENNE,PHEV,Not eligible,2022 PORSCHE CAYENNE,288900,114590,83300,0,0,0,16,Edmunds
king,47.64085,-122.30207,2022,PORSCHE,PANAMERA,PHEV,Not eligible,2022 PORSCHE PANAMERA,2411700,154490,105000,0,0,0,19,Edmunds
king,47.61001,-122.1872,2025,PORSCHE,PANAMERA,PHEV,Not eligible,2025 PORSCHE PANAMERA,2411700,154490,115500,0,0,0,28,porschefortcollins.com
king,47.55584,-122.12096,2025,PORSCHE,CAYENNE,PHEV,Not eligible,2025 PORSCHE CAYENNE,2411700,154490,97200,0,0,0,24,Edmunds
king,47.71871,-122.35029,2025,PORSCHE,MACAN,BEV,Unknown,2025 PORSCHE MACAN,2411700,154490,75300,0,0,0,308,porsche.com
clark,45.58694,-122.40199,2014,PORSCHE,PANAMERA,PHEV,Not eligible,2014 PORSCHE PANAMERA,542400,108973,99000,0,0,0,15,PR Newswire
king,47.67887,-122.2066,2019,PORSCHE,CAYENNE,PHEV,Not eligible,2019 PORSCHE CAYENNE,2411700,154490,79000,0,0,0,13,Porsche Newsroom
king,47.33778,-122.09124,2019,PORSCHE,PANAMERA,PHEV,Not eligible,2019 PORSCHE PANAMERA,2411700,154490,102900,0,0,0,14,Edmunds
king,47.55584,-122.12096,2018,PORSCHE,PANAMERA,PHEV,Not eligible,2018 PORSCHE PANAMERA,2411700,154490,99600,0,0,0,16,Edmunds
king,47.3084,-122.36321,2018,PORSCHE,CAYENNE,PHEV,Not eligible,2018 PORSCHE CAYENNE,2411700,154490,79900,0,0,0,14,U. S. News Cars
king,47.58616,-122.32741,2020,PORSCHE,TAYCAN,BEV,Eligible,2020 PORSCHE TAYCAN,2411700,154490,103800,0,0,0,203,cars.com
pierce,47.34235,-122.58964,2020,PORSCHE,CAYENNE,PHEV,Not eligible,2020 PORSCHE CAYENNE,959900,111126,81100,0,0,0,12,cars.com
pierce,47.19175,-122.17144,2020,PORSCHE,PANAMERA,PHEV,Not eligible,2020 PORSCHE PANAMERA,959900,111126,103800,0,0,0,14,Edmunds
clark,45.60365,-122.49212,2016,PORSCHE,CAYENNE,PHEV,Not eligible,2016 PORSCHE CAYENNE,542400,108973,77200,0,0,0,14,GrooveCar
snohomish,47.83448,-122.21061,2016,PORSCHE,PANAMERA,PHEV,Not eligible,2016 PORSCHE PANAMERA,873800,127475,96100,0,0,0,16,Edmunds
king,47.67858,-122.13158,2015,PORSCHE,PANAMERA,PHEV,Not eligible,2015 PORSCHE PANAMERA,2411700,154490,96100,0,0,0,15,mrcu.groovecar.com
king,47.67858,-122.13158,2015,PORSCHE,CAYENNE,PHEV,Not eligible,2015 PORSCHE CAYENNE,2411700,154490,76400,0,0,0,14,GrooveCar
king,47.64085,-122.30207,2017,PORSCHE,CAYENNE,PHEV,Not eligible,2017 PORSCHE CAYENNE,2411700,154490,78700,0,0,0,14,Cars.com
pierce,47.19175,-122.17144,2021,PORSCHE,TAYCAN,BEV,Unknown,2021 PORSCHE TAYCAN,959900,111126,79900,0,0,0,200,Porsche Newsroom
king,47.64441,-122.1621,2021,PORSCHE,CAYENNE,PHEV,Not eligible,2021 PORSCHE CAYENNE,2411700,154490,87600,0,0,0,16,Edmunds
king,47.52716,-121.82432,2021,PORSCHE,PANAMERA,PHEV,Not eligible,2021 PORSCHE PANAMERA,2411700,154490,103800,0,0,0,18,"insideevs,com"
king,47.39394,-122.04526,2024,RAM,PROMASTER 3500,BEV,Unknown,2024 RAM PROMASTER 3500,2411700,154490,79990,0,0,0,162,CarSaver
king,47.64085,-122.30207,2024,RIVIAN,R1T,BEV,Unknown,2024 RIVIAN R1T,2411700,154490,69900,0,0,0,270,electriquity.com
king,47.60803,-122.31009,2024,RIVIAN,R1S,BEV,Unknown,2024 RIVIAN R1S,2411700,154490,77300,0,0,0,258,Kbb.com
skagit,48.46846,-122.33029,2024,RIVIAN,EDV,BEV,Unknown,2024 RIVIAN EDV,134600,99179,79900,0,0,0,161,Rivian
chelan,47.83985,-120.01454,2025,RIVIAN,R1S,BEV,Unknown,2025 RIVIAN R1S,82900,91893,75900,0,0,0,258,Edmunds
snohomish,47.87166,-122.31768,2025,RIVIAN,R1T,BEV,Unknown,2025 RIVIAN R1T,873800,127475,69900,0,0,0,258,Edmunds
san juan,48.53448,-123.01648,2023,RIVIAN,R1S,BEV,Unknown,2023 RIVIAN R1S,18550,104737,78000,0,0,0,321,Edmunds
kittitas,47.195,-120.93943,2023,RIVIAN,R1T,BEV,Unknown,2023 RIVIAN R1T,48950,99709,73000,0,0,0,314,greencarscompare.com
king,47.39394,-122.04526,2023,RIVIAN,EDV,BEV,Unknown,2023 RIVIAN EDV,2411700,154490,79900,0,0,0,150,autoevolution.com
king,47.50314,-122.3317,2024,RIVIAN,RCV,BEV,Unknown,2024 RIVIAN RCV,2411700,154490,79900,0,0,0,161,fleetinsights.emkay.com
kitsap,47.57192,-122.65223,2025,RIVIAN,EDV,BEV,Unknown,2025 RIVIAN EDV,288900,114590,79900,0,0,0,161,electrive.com
king,47.67597,-122.38591,2022,RIVIAN,R1T,BEV,Unknown,2022 RIVIAN R1T,2411700,154490,73000,0,0,0,314,InsideEVs
king,47.67597,-122.38591,2022,RIVIAN,R1S,BEV,Unknown,2022 RIVIAN R1S,2411700,154490,77000,0,0,0,316,Kbb.com
king,47.39394,-122.04526,2022,RIVIAN,EDV,BEV,Unknown,2022 RIVIAN EDV,2411700,154490,79900,0,0,0,150,InsideEVs
king,47.61578,-122.34468,2025,ROLLS-ROYCE,SPECTRE,BEV,Unknown,2025 ROLLS-ROYCE SPECTRE,2411700,154490,397750,0,0,0,329,EV Database
pierce,47.19434,-122.28504,2024,ROLLS-ROYCE,SPECTRE,BEV,Unknown,2024 ROLLS-ROYCE SPECTRE,959900,111126,420000,0,0,0,291,Rolls-Royce Motor Cars Pasadena
snohomish,47.87166,-122.31768,2016,SMART,FORTWO,BEV,Eligible,2016 SMART FORTWO,873800,127475,25000,0,0,0,68,carweek.com
king,47.26465,-122.24692,2017,SMART,FORTWO,BEV,Eligible,2017 SMART FORTWO,2411700,154490,24550,0,0,0,58,MotorTrend
king,47.54701,-122.36893,2015,SMART,FORTWO ELECTRIC DRIVE,BEV,Eligible,2015 SMART FORTWO ELECTRIC DRIVE,2411700,154490,25000,0,0,0,68,Cars.com
pierce,47.17669,-122.54764,2018,SMART,EQ FORTWO,BEV,Eligible,2018 SMART EQ FORTWO,959900,111126,23800,0,0,0,58,Cars.com
king,47.4466,-122.08747,2019,SMART,EQ FORTWO,BEV,Eligible,2019 SMART EQ FORTWO,2411700,154490,23900,0,0,0,58,Cars.com
chelan,47.5224,-120.47005,2014,SMART,FORTWO ELECTRIC DRIVE,BEV,Eligible,2014 SMART FORTWO ELECTRIC DRIVE,82900,91893,25000,0,0,0,68,carweek.com
whatcom,48.75245,-122.47107,2013,SMART,FORTWO ELECTRIC DRIVE,BEV,Eligible,2013 SMART FORTWO ELECTRIC DRIVE,240500,102596,25000,0,0,0,58,cars.com
king,47.63824,-122.35022,2024,SUBARU,SOLTERRA,BEV,Unknown,2024 SUBARU SOLTERRA,2411700,154490,44995,0,0,0,227,PR Newswire
king,47.60357,-122.32945,2025,SUBARU,SOLTERRA,BEV,Unknown,2025 SUBARU SOLTERRA,2411700,154490,38495,0,0,0,227,PR Newswire
king,47.43473,-122.29179,2023,SUBARU,SOLTERRA,BEV,Unknown,2023 SUBARU SOLTERRA,2411700,154490,44995,0,0,0,228,electriquity.com
thurston,47.08149,-122.75103,2019,SUBARU,CROSSTREK,PHEV,Not eligible,2019 SUBARU CROSSTREK,309100,111908,35970,0,0,0,17,motortrend.com
king,47.61344,-122.03539,2023,TESLA,MODEL Y,BEV,Unknown,2023 TESLA MODEL Y,2411700,154490,43990,0,0,0,260,EV.com
cowlitz,46.00813,-122.84226,2023,TESLA,MODEL 3,BEV,Unknown,2023 TESLA MODEL 3,114500,86738,40240,0,0,0,272,CarGurus
king,47.61344,-122.03539,2023,TESLA,MODEL S,BEV,Unknown,2023 TESLA MODEL S,2411700,154490,74990,0,0,0,405,EV.com
snohomish,47.82557,-122.29245,2023,TESLA,MODEL X,BEV,Unknown,2023 TESLA MODEL X,873800,127475,79990,0,0,0,348,EV.com
king,47.52716,-121.82432,2025,TESLA,MODEL 3,BEV,Unknown,2025 TESLA MODEL 3,2411700,154490,42490,0,0,0,363,EV.com
clark,45.67871,-122.64443,2025,TESLA,MODEL Y,BEV,Unknown,2025 TESLA MODEL Y,542400,108973,44990,0,0,0,335,EV.com
king,47.65908,-122.40092,2025,TESLA,MODEL S,BEV,Unknown,2025 TESLA MODEL S,2411700,154490,79990,0,0,0,410,EV.com
king,47.61001,-122.1872,2025,TESLA,MODEL X,BEV,Unknown,2025 TESLA MODEL X,2411700,154490,84990,0,0,0,329,EV.com
snohomish,47.83448,-122.21061,2025,TESLA,CYBERTRUCK,BEV,Unknown,2025 TESLA CYBERTRUCK,873800,127475,79990,0,0,0,325,Edmunds
king,47.67597,-122.38591,2026,TESLA,MODEL Y,BEV,Unknown,2026 TESLA MODEL Y,2411700,154490,44990,0,0,0,327,carweek.com
king,47.60326,-122.02054,2026,TESLA,MODEL X,BEV,Unknown,2026 TESLA MODEL X,2411700,154490,91880,0,0,0,352,truecar.com
king,47.61613,-122.23892,2026,TESLA,MODEL S,BEV,Unknown,2026 TESLA MODEL S,2411700,154490,94990,0,0,0,410,Edmunds
cowlitz,46.14424,-122.89867,2024,TESLA,CYBERTRUCK,BEV,Unknown,2024 TESLA CYBERTRUCK,114500,86738,79990,0,0,0,340,Kbb.com
benton,46.29696,-119.33836,2019,TESLA,MODEL 3,BEV,Eligible,2019 TESLA MODEL 3,219625,103290,36200,0,0,0,220,Kbb.com
spokane,47.7333,-117.45005,2019,TESLA,MODEL X,BEV,Eligible,2019 TESLA MODEL X,566000,94226,82000,0,0,0,289,velocityjournal.com
king,47.67887,-122.2066,2019,TESLA,MODEL S,BEV,Eligible,2019 TESLA MODEL S,2411700,154490,77200,0,0,0,285,arenaev.com
whitman,46.73015,-117.18147,2018,TESLA,MODEL 3,BEV,Eligible,2018 TESLA MODEL 3,49450,91032,35000,0,0,0,260,carweek.com
grant,47.31909,-119.55096,2018,TESLA,MODEL X,BEV,Eligible,2018 TESLA MODEL X,106250,79271,79500,0,0,0,238,carweek.com
king,47.55115,-122.2668,2018,TESLA,MODEL S,BEV,Eligible,2018 TESLA MODEL S,2411700,154490,74500,0,0,0,259,Alternative Fuels Data Center
snohomish,47.8031,-122.18384,2020,TESLA,MODEL 3,BEV,Eligible,2020 TESLA MODEL 3,873800,127475,46990,0,0,0,322,Cars.com
snohomish,47.91265,-122.09305,2020,TESLA,MODEL Y,BEV,Eligible,2020 TESLA MODEL Y,873800,127475,52990,0,0,0,291,carweek.com
king,47.67858,-122.13158,2020,TESLA,MODEL X,BEV,Eligible,2020 TESLA MODEL X,2411700,154490,84990,0,0,0,293,Kbb.com
snohomish,47.91265,-122.09305,2020,TESLA,MODEL S,BEV,Eligible,2020 TESLA MODEL S,873800,127475,91990,0,0,0,330,carweek.com
king,47.61334,-122.12056,2017,TESLA,MODEL S,BEV,Eligible,2017 TESLA MODEL S,2411700,154490,69500,0,0,0,210,Edmunds
king,47.60326,-122.02054,2017,TESLA,MODEL X,BEV,Eligible,2017 TESLA MODEL X,2411700,154490,74000,0,0,0,200,carweek.com
king,47.72238,-122.36498,2017,TESLA,MODEL 3,BEV,Eligible,2017 TESLA MODEL 3,2411700,154490,35000,0,0,0,220,MotorTrend
pierce,47.16568,-122.40872,2015,TESLA,MODEL S,BEV,Eligible,2015 TESLA MODEL S,959900,111126,69900,0,0,0,208,Edmunds
whatcom,48.84787,-122.5945,2016,TESLA,MODEL S,BEV,Eligible,2016 TESLA MODEL S,240500,102596,66000,0,0,0,210,CarGurus
king,47.4466,-122.08747,2016,TESLA,MODEL X,BEV,Eligible,2016 TESLA MODEL X,2411700,154490,74000,0,0,0,200,Capital One
san juan,48.53448,-123.01648,2008,TESLA,ROADSTER,BEV,Unknown,2008 TESLA ROADSTER,18550,104737,98000,0,0,0,236,ir.tesla.com
king,47.47532,-122.20489,2022,TESLA,MODEL 3,BEV,Unknown,2022 TESLA MODEL 3,2411700,154490,46990,0,0,0,272,everytesla.com
snohomish,47.8031,-122.18384,2022,TESLA,MODEL Y,BEV,Unknown,2022 TESLA MODEL Y,873800,127475,65990,0,0,0,330,Kbb.com
klickitat,45.72776,-121.48704,2022,TESLA,MODEL S,BEV,Unknown,2022 TESLA MODEL S,23600,86578,104990,0,0,0,405,InsideEVs
king,47.54748,-122.00292,2022,TESLA,MODEL X,BEV,Unknown,2022 TESLA MODEL X,2411700,154490,120990,0,0,0,348,carweek.com
whatcom,48.75245,-122.47107,2011,TH!NK,CITY,BEV,Eligible,2011 TH!NK CITY,240500,102596,41695,0,7500,0,99,Think Global (Norwegian)
pierce,47.09583,-122.62954,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,2024 TOYOTA RAV4 PRIME (PHEV),959900,111126,43690,0,0,0,42,cars.com
king,47.55115,-122.2668,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,2024 TOYOTA PRIUS PRIME (PHEV),2411700,154490,36225,0,0,0,39,Edmunds
snohomish,47.8526,-121.98087,2024,TOYOTA,BZ4X,BEV,Unknown,2024 TOYOTA BZ4X,873800,127475,43070,0,0,0,252,Performance Toyota
skagit,48.50858,-122.23857,2023,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,2023 TOYOTA PRIUS PRIME (PHEV),134600,99179,35600,0,0,0,39,Edmunds
clark,45.71668,-122.62731,2023,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,2023 TOYOTA RAV4 PRIME (PHEV),542400,108973,43090,0,0,0,42,zzdcar.com
kitsap,47.42602,-122.54729,2023,TOYOTA,BZ4X,BEV,Unknown,2023 TOYOTA BZ4X,288900,114590,42000,0,0,0,252,team-toyota.com
douglas,47.41515,-120.29473,2023,TOYOTA,MIRAI,BEV,Unknown,2023 TOYOTA MIRAI,45450,89320,49500,0,0,0,402,Cars.com
snohomish,47.85727,-122.27981,2025,TOYOTA,BZ4X,BEV,Unknown,2025 TOYOTA BZ4X,873800,127475,37070,0,0,0,252,Edmunds
king,47.66127,-122.31307,2025,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,2025 TOYOTA PRIUS PRIME (PHEV),2411700,154490,40070,0,0,0,39,First Team Toyota
chelan,47.41494,-120.30522,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,2025 TOYOTA RAV4 PRIME (PHEV),82900,91893,43865,0,0,0,42,Toyota
